id,encounter_date,reported_date,year,month,hour,season,country_code,country,region,locale,latitude,longitude,ufo_shape,duration_secs,description
15889,1943-01-18 07:15:00,2004-08-11,1943,January,7,Winter,FJI,Fiji,Central,,-18.0,178.0,,10.0,crew contingents of 2 usn vessels see reconnaissance plane fly into something invisible to witnesses.
16125,2009-01-18 00:00:00,2009-03-19,2009,January,0,Winter,,,,,-14.599413,-28.673147,Cigar,120.0,3 unusual brightly lit craft seen to be using cloud as cover in mid-atlantic.
16488,2009-11-09 01:00:00,2009-12-12,2009,November,1,Autumn,CAN,Canada,Quebec,,46.366667,-75.966667,Other,7200.0,strobing light multiple colours near maniwaki p.q. (130kms north of ottawa)
16885,1997-12-10 10:00:00,2004-08-24,1997,December,10,Winter,AUS,Australia,,,-25.274398,133.775136,Triangle,10800.0,the object was just still in the sky above aus making a huming noise
17072,2013-12-10 22:35:00,2013-12-12,2013,December,22,Winter,CAN,Canada,Ontario,,41.774489,-82.659147,Unknown,120.0,above.   ((nuforc note:  if the object was moving from e to w it almost certainly was not re-entering space debris.  pd))
17159,2007-12-11 23:45:00,2008-03-04,2007,December,23,Winter,KWT,Kuwait,Jahra,,29.31166,47.481766,Light,25.0,a fading light over kuwait this light was behaving like a one side light of a round object that was circling it self
17263,1993-12-01 22:00:00,2009-03-19,1993,December,22,Winter,,,,,-33.137551,81.826172,Light,5.0,light over military aircraft
17450,2006-01-21 03:15:00,2007-02-01,2006,January,3,Winter,IRQ,Iraq,Al-Anbar Governorate,,33.338196,43.596973,Other,30.0,starfox shaped craft with blue glow and smoke/debris trail behind with no sound within 2500m and an altitude no higher than 400 feet.
17657,1995-12-12 23:45:00,2005-01-19,1995,December,23,Winter,,,,,-8.783195,-124.508523,Unknown,60.0,the object made no sound had colorful lights and moved in a zig zag motion 1000 times faster than the speed of light.
17871,2001-12-13 19:00:00,2002-04-08,2001,December,19,Winter,,,,,-14.599413,-28.673147,Unknown,2700.0,elal flight enroute jfk- object left side of aircraft around 33000 boeing 777 enroute to telaviv-bengurion - object  we say is size of
18579,2010-12-16 19:40:00,2011-01-05,2010,December,19,Winter,,United States,New York,,41.1008333,-74.1166667,Light,600.0,3 lights zooming through the sky making loud buzzing sounds then vanishing.
18592,2011-12-16 21:30:00,2011-12-17,2011,December,21,Winter,,,,,-14.599413,-28.673147,Light,300.0,crew of lear jet over the atlantic ocean report a bizarre red strobing object.
18613,2013-12-16 18:45:00,2013-12-23,2013,December,18,Winter,CAN,Canada,Newfoundland and Labrador,,48.366667,-53.866667,Light,60.0,light in the sky passing over head then fading away.
18693,2006-12-17 05:30:00,2007-02-01,2006,December,5,Winter,CAN,Canada,Manitoba,Rural Municipality of Alonsa,51.090151,-99.149071,Fireball,2.0,ball of light - eddystone mb
18877,2011-12-18 21:00:00,2012-01-12,2011,December,21,Winter,,,,,-14.599413,-28.673147,Other,30.0,beautiful clear night on cruse ship  seen metal like bird  shine beam on ship
18962,2004-12-19 20:00:00,2005-01-11,2004,December,20,Winter,KWT,Kuwait,Jahra,,29.31166,47.481766,Oval,240.0,4 din lights in the sky  ((nuforc note:  advertising lights??  pd))
19056,2000-01-02 02:00:00,2004-06-18,2000,January,2,Winter,GRC,Greece,,,39.019184,25.268555,Unknown,1200.0,1/2/2000  aegean sea
19333,2009-12-20 19:23:00,2010-08-24,2009,December,19,Winter,CAN,Canada,Manitoba,Unorganized Division No. 23,57.066667,-92.583333,Light,1800.0,red/blue light hovering over nelson b.c. canadas bridge
19818,1994-12-22 19:00:00,2003-08-01,1994,December,19,Winter,,Netherlands,Groningen,Groningen,53.219384,6.566502,Light,1200.0,radar-visual sighting dur. 20 minutes - audio tape from atc by experiecend pilot of two intelligent lights
20052,2008-12-23 17:11:00,2009-01-10,2008,December,17,Winter,,United Kingdom,England,East Suffolk,51.95,1.3,Fireball,120.0,fireballs hover over road and disappear
20065,2010-12-23 18:00:00,2011-01-05,2010,December,18,Winter,CAN,Canada,Newfoundland and Labrador,,48.366667,-53.866667,Unknown,300.0,anomalous object with erractic flight patterns over lethbridge alberta.
20360,2013-12-24 17:30:00,2014-01-10,2013,December,17,Winter,AUS,Australia,Western Australia,,-32.366464,115.755576,Light,180.0,bright light over port kennedy western australia that rose up and then travelled in a straight line above our heads and into the distan
20878,2007-12-27 21:25:00,2008-03-04,2007,December,21,Winter,,United Kingdom,England,,53.716667,-0.333333,Light,300.0,three orange/amber lights observed in hull england on the 27th december 2007 at 21:25
21317,2003-12-30 01:00:00,2004-01-17,2003,December,1,Winter,AUS,Australia,Queensland,,-23.568135,140.679376,Light,900.0,two bright lights hovering one had a flashing red light
21458,2000-12-31 01:05:00,2001-01-03,2000,December,1,Winter,AUS,Australia,New South Wales,,-33.093373,151.588982,Flash,240.0,bright red glow that appeared outside window on the horizon.  the light then intensified then disappeared.
21572,2009-12-31 19:30:00,2010-02-14,2009,December,19,Winter,,United Kingdom,Scotland,,55.533333,-4.666667,Circle,600.0,this was a most clear concise sighting of totally inexplicable objects in perfect weather.
21579,2009-12-31 22:15:00,2010-02-14,2009,December,22,Winter,,United Kingdom,England,Arun,50.783333,-0.466667,Light,60.0,orange light moving quickly
21955,2006-01-23 02:00:00,2007-02-01,2006,January,2,Winter,IRQ,Iraq,Al-Anbar Governorate,,33.338196,43.596973,Light,2700.0,beams of light with an extremely slow pulse to it seen over vast desert and only seemingly visible through nvgs with a bright glow
22163,1976-12-04 14:00:00,2006-12-07,1976,December,14,Winter,,United Kingdom,England,,53.716667,-0.333333,Egg,1200.0,small object dark grey to black approx 18 - 24 inches across about 12 inches in height was stationary at about 40 feet in the air s
22398,2012-12-04 13:30:00,2012-12-20,2012,December,13,Winter,,United States,District of Columbia,Washington,38.907192,-77.036871,Sphere,2.0,me gustar&iacute;a me enviaran mas informaci&oacute;n con respecto a la esfera que vi gracias.
22478,1991-12-05 01:45:00,2002-08-28,1991,December,1,Winter,,United Kingdom,England,Gloucester,51.864245,-2.238156,Triangle,600.0,the sound from the craft moved threw the air before we saw it about two minutes after we saw the craft it was triangular in shap and ve
22530,2000-01-25 21:40:00,2000-02-16,2000,January,21,Winter,,France,Auvergne-Rhône-Alpes,,46.341547,2.601991,,360.0,sorry for my english ... a yellow light on north/ouest montlu&ccedil;on .the light  was different than stars after five minits of no mouvement
22547,2002-01-25 17:00:00,2002-07-26,2002,January,17,Winter,,United States,Pennsylvania,Providence Township,39.9252778,-76.1983333,Cylinder,300.0,the craft was a charcoal colored cylinder that hovered approx.100 above the ground and appeared to be about 50 feet in length.
22549,2002-01-25 19:00:00,2002-02-22,2002,January,19,Winter,,United States,Louisiana,,32.4427778,-93.9727778,Sphere,14400.0,glowing orb flashes and hovers for three hours in smalltown in north louisiana.
22550,2002-01-25 19:25:00,2002-01-29,2002,January,19,Winter,,United Kingdom,England,,53.133333,-1.2,Light,30.0,strange glow in sky at pleasley
22552,2002-01-25 20:00:00,2002-03-19,2002,January,20,Winter,,United States,Arkansas,,35.0011111,-92.6297222,Triangle,120.0,slow moving triangle craft above clearcut field in rural arkansas
22553,2002-01-25 20:15:00,2002-01-29,2002,January,20,Winter,,United States,Tennessee,,36.4877778,-87.8383333,Other,240.0,dropping lights catch the eye.
22563,2003-01-25 14:03:00,2003-01-26,2003,January,14,Winter,,Germany,Hesse,,49.680278,8.616111,Oval,15.0,i saw a white spot with a white cloudy haze around it in the sky about the size of an eraser head that dissappeared after about 15 sec.
22584,2004-01-25 19:30:00,2004-01-31,2004,January,19,Winter,,Canada,British Columbia,,48.439549,-123.326395,Other,1814400.0,bright lights colour changing spheresbeen observing for 3wkshigh in sky.
22588,2004-12-05 22:00:00,2004-12-14,2004,December,22,Winter,,Canada,Ontario,Strathroy-Caradoc,42.95,-81.616667,Diamond,600.0,slow moving diamond/triangle shaped low flying craft without any sound w/bright white lights on tips and scrolling blue and red lights
22589,2004-12-05 22:20:00,2004-12-14,2004,December,22,Winter,,Kyrgyzstan,,Bishkek City,42.874722,74.612222,Unknown,7200.0,a bright shining object  emitted multicolored beams of light
22591,2005-01-25 00:00:00,2005-02-22,2005,January,0,Winter,,United States,South Carolina,,34.6888889,-82.1958333,Light,30.0,bright white light non flashingleading in front of two airliners.
22594,2005-12-05 01:00:00,2006-02-14,2005,December,1,Winter,,United States,Nevada,North Las Vegas,36.250719,-115.1641,Disk,300.0,there were three saucer ufos flying about in a triangle pattern. lasted about 5 minutes.
22595,2005-01-25 06:32:00,2005-01-27,2005,January,6,Winter,,United States,Maryland,Hyattsville,38.9697222,-76.8802778,Light,2.0,observed burst of bluish light at cloud level at 0632 on 25 jan 05.
22597,2005-01-25 08:00:00,2005-04-16,2005,January,8,Winter,,United States,New Hampshire,,43.7097222,-71.4608333,Unknown,30.0,my girlfriend and i were driving down a country road that i live on when we both saw a group of very bright lights in the sky at or abo
22649,2007-01-25 19:30:00,2007-02-01,2007,January,19,Winter,,United States,Indiana,,40.4905556,-87.0963889,Circle,180.0,bright orange circle of light that appeared and reappeared in a different location several times
22669,2008-01-25 16:30:00,2008-02-14,2008,January,16,Winter,,United States,Michigan,Grand Rapids,42.96336,-85.668086,Cigar,10.0,a missle shaped silver object going at a fantastic rate of speed that was observed from inside an airplane.
22673,2008-01-25 22:00:00,2009-03-19,2008,January,22,Winter,,United States,Georgia,,31.1711111,-84.7333333,Disk,600.0,giant light with dish shaped object above it
22674,2008-01-25 22:00:00,2008-02-14,2008,January,22,Winter,,United States,North Carolina,,35.5755556,-81.2119444,Circle,900.0,strange object/light over maiden nc area
22676,2008-12-05 22:45:00,2009-01-10,2008,December,22,Winter,,United States,Maine,,43.8127778,-70.8780556,Teardrop,5.0,green light over ice skating rink in south hiram maine
22677,2008-01-25 23:00:00,2008-02-14,2008,January,23,Winter,,United States,Florida,,29.2891667,-82.1119444,Disk,30.0,saw a whit dot take shape of a saucer float there for a second and then take off into the clouds
22679,2008-01-25 23:00:00,2008-02-14,2008,January,23,Winter,,United States,Florida,,28.865,-82.0391667,Flash,2.0,green oval shaped flash of light no sound
22703,2010-12-05 09:20:00,2011-01-05,2010,December,9,Winter,,United States,New Jersey,,40.8258333,-74.2094444,Oval,40.0,brite white oval shaped object that grew briter and disappeared
22705,2010-01-25 11:30:00,2010-04-13,2010,January,11,Winter,,Spain,Catalonia,,41.330975,1.922643,Disk,120.0,((hoax??))  a total circle no lights  only a litte ligth down of  blue
22706,2010-01-25 13:11:00,2010-02-14,2010,January,13,Winter,,Spain,Catalonia,Barcelona,41.385064,2.173403,,120.0,i and my friend have seen a black circular plate flying over the trees. it entered inside the wood and after 2 minutes aprox. it got ou
22903,2003-12-06 01:00:00,2004-06-04,2003,December,1,Winter,AUS,Australia,,,-25.274398,133.775136,Other,1800.0,one big blob shaped object appeared which appeared out of the sky then broke into lots of 16 cigar shaped thigymagigies an we were on
22904,2003-12-06 13:00:00,2003-12-09,2003,December,13,Winter,,Germany,North Rhine-Westphalia,Münster,51.966667,7.633333,Unknown,300.0,an odd object was seen indaylight. my brother in law grabbed his digital camera and photographed it.  very strange object.
22979,2008-12-06 17:30:00,2009-01-10,2008,December,17,Winter,,United States,California,,33.7444444,-118.3861111,Triangle,300.0,at 530 on sunday12-6-08we saw a long black triangle float into the sky above the clouds about 50 thousand feet.
22993,2008-01-26 19:20:00,2008-02-14,2008,January,19,Winter,,United Kingdom,England,Basingstoke and Deane,51.266667,-1.083333,Disk,30.0,ufo basingstoke u.k.
22995,2008-01-26 21:45:00,2008-03-04,2008,January,21,Winter,,Australia,New South Wales,Sydney,-33.822345,151.009339,Sphere,600.0,3 objects of light seen in harris park sydney australia making no sounds as they fly
23009,2009-12-06 19:25:00,2009-12-12,2009,December,19,Winter,,Belgium,East Flanders,,50.93781,4.040952,Light,120.0,i and a work colleague were locking up the office in which we work. opposite to the office are two apartment buildings and a large car
23266,2008-01-27 14:00:00,2008-02-14,2008,January,14,Winter,,United States,New York,New York,40.71113,-73.81413,Circle,600.0,shiny metallic red top in briarwoodny 5-10 min.
23350,2012-01-27 19:55:00,2012-02-03,2012,January,19,Winter,,United States,Oregon,,45.2897222,-122.3325,Oval,3.0,a yellowish- orange round  oval object on edge glided at  300 feet above street level.   on a coarse from west to east.  the event last
23603,2009-01-28 17:45:00,2009-03-19,2009,January,17,Winter,,United States,California,,33.7413889,-118.1038889,Light,480.0,drifting red light escorted by 3 helicopters over orange county
23607,2009-12-08 19:00:00,2009-12-12,2009,December,19,Winter,,United Kingdom,England,,52.633333,1.75,Light,180.0,bright orange light travelling faster than usual with no sound at all.
23695,2013-01-28 21:00:00,2013-02-04,2013,January,21,Winter,,United States,South Dakota,Pierre,44.3683333,-100.3505556,Light,60.0,the ufo recognized somebody was watching and it stopped hovered for a minute before blasting off to space.
23698,2014-01-28 02:47:00,2014-01-30,2014,January,2,Winter,,United States,New Jersey,,39.4866667,-74.8361111,Diamond,600.0,triangle shaped craft white lights(no blinking) slow moving pace with a green light dropped out of it low altitude heading s-sw 2:45am
23699,2014-01-28 09:03:00,2014-01-30,2014,January,9,Winter,,United States,Texas,,33.1625,-96.9372222,Triangle,120.0,3 red lights moving slowly and making a humming sound.
23700,2014-01-28 11:23:00,2014-01-30,2014,January,11,Winter,,United States,Kentucky,,37.9736111,-83.8419444,Triangle,360.0,first me and a friend watch the sky light blue then a triangle shape of 10 to 12 crafts were moving in the stanton direction. cant exp
23703,2014-01-28 19:00:00,2014-02-07,2014,January,19,Winter,,United States,Maine,Bangor,44.843106,-68.821982,Circle,420.0,this red ball was like no man made 'light' that i am aware oflooking like a humming orb in down-east maine.
23713,1965-12-09 16:00:00,2011-12-12,1965,December,16,Winter,,United States,Washington,,47.9930556,-122.8647222,Other,10.0,in 1965 i was 9 years old and me and mt sister saw a fire ball craft tha looked like a acorn shaped craft somewhat like a bell with sim
23714,1965-12-09 16:30:00,2004-07-25,1965,December,16,Winter,,United States,New Jersey,,39.7938889,-75.1725,Cigar,120.0,an object like an airplane fusilage without wings  flames from it were going up not  i repeat not trailing the object
23741,1997-01-29 23:15:00,1998-03-07,1997,January,23,Winter,,United States,Rhode Island,,41.6602778,-71.4563889,Disk,300.0,i witnessed a ufo which may be of the lazar'sport model' variety when i was leaving work to drive home.the ufo was circular in shap
23777,2002-12-09 04:20:00,2002-12-23,2002,December,4,Winter,,United States,Massachusetts,,42.1041667,-72.3194444,Light,14400.0,moving star-like lights witnessed in early am in sky over ruran massachusetts town
23779,2002-01-29 20:00:00,2002-09-19,2002,January,20,Winter,,Mexico,Chihuahua,Chihuahua,28.632996,-106.0691,,60.0,tres dias antes del avistamiento tuve un sue&ntilde;o muy bonito y que me ocasiono mucha tranquilidad en el cual veia muchas naves de un color
23781,2002-01-29 22:00:00,2002-02-22,2002,January,22,Winter,,Netherlands,Gelderland,,52.298666,5.629619,Changing,120.0,changing shaped ufos change colour and turn at fast speed
23782,2002-12-09 22:00:00,2002-12-23,2002,December,22,Winter,,United States,Minnesota,,45.0322222,-93.3383333,Diamond,7200.0,diamond
23784,2003-12-09 00:50:00,2003-12-19,2003,December,0,Winter,,United States,Missouri,,37.18,-89.655,Other,30.0,alien / monster
23860,2007-12-09 18:00:00,2008-03-04,2007,December,18,Winter,,United States,California,,36.5433333,-119.3861111,Unknown,180.0,lights over central valley california
23873,2008-12-09 06:42:00,2009-01-10,2008,December,6,Winter,,United States,Virginia,,38.942324,-77.17647,Light,600.0,four twirling lights seen.  ((nuforc note:  advertising lights we suspect.  pd))
23876,2008-01-29 14:00:00,2008-02-14,2008,January,14,Winter,,United States,California,,32.8722222,-116.4175,Circle,10.0,it was in one picture and not the other frame
23878,2008-01-29 18:00:00,2008-02-14,2008,January,18,Winter,,United States,Texas,,33.015,-96.6127778,Flash,120.0,a bright object barely visible due to its distance slowly streaked across the sky and then dissappeared.
23882,2008-01-29 20:00:00,2009-08-27,2008,January,20,Winter,AUS,Australia,,,-25.274398,133.775136,Other,20.0,big black/gray object seen at the airport of brisbane australian
23910,2010-01-29 13:00:00,2010-02-14,2010,January,13,Winter,CAN,Canada,Manitoba,Unorganized Division No. 21,53.760861,-98.813876,Disk,120.0,on my way home i saw an ufo
23985,2013-01-29 21:00:00,2014-01-30,2013,January,21,Winter,,United States,New York,,42.844668,-73.81838,Light,240.0,pulsing red light see.
24010,1987-01-30 13:00:00,2007-04-27,1987,January,13,Winter,,United States,New York,,40.7138889,-73.5594444,Changing,1020.0,on 03/18107 photos of a black ufo that changed shape as it went from west to east were taken by my webcam.
24036,2003-01-30 20:16:00,2003-03-04,2003,January,20,Winter,,Netherlands,South Holland,,52.076158,4.362541,Circle,24.0,small object colour red within the atmosphere. flying very fast and turning around easely.
24038,2003-01-30 22:33:00,2003-03-04,2003,January,22,Winter,,Netherlands,North Holland,,52.503478,4.75717,Light,300.0,strange red lights over krommenie the netherlands
24090,2011-01-30 19:25:00,2011-02-08,2011,January,19,Winter,,United Kingdom,Scotland,,56.166667,-2.75,Sphere,60.0,pink coloured sphere
24196,2007-01-31 18:30:00,2007-02-01,2007,January,18,Winter,,France,Provence-Alpes-Côte d'Azur,Nice,43.710173,7.261953,Triangle,15.0,triangular shaped ufo over nice south of france (january 2007)
