id,encounter_date,reported_date,year,month,hour,season,country_code,country,region,locale,latitude,longitude,ufo_shape,duration_secs,description
34786,2004-03-05 00:00:00,2004-06-04,2004,March,0,Spring,MEX,Mexico,,Mexico City,19.432608,-99.133208,Light,300.0,11 ufos sighted in mexican capital by airforce pilots visible only via infared cameras.
34862,2011-03-05 05:55:00,2011-03-10,2011,March,5,Spring,,Ireland,,,55.376084,-7.798045,Flash,180.0,high alt. bright strobe
34882,2012-03-05 22:10:00,2012-03-13,2012,March,22,Spring,ARM,Armenia,,Yerevan,40.183333,44.516667,Circle,600.0,my wife me and daughter have seen the object quite far away. which was descending quite quickly onto the earth and in 10 minutes disap
35059,2013-03-06 19:27:00,2013-05-15,2013,March,19,Spring,TTO,Trinidad and Tobago,,Port of Spain,10.666667,-61.516667,Diamond,300.0,strange glowing diamond-shaped object seen in night sky over port-of-spaintrinidad and tobago.
35115,1999-03-07 19:56:00,1999-04-26,1999,March,19,Spring,UKR,Ukraine,,Kyiv,50.4501,30.5234,Fireball,180.0,medium fireball in the sky...
35455,2000-03-09 19:30:00,2002-09-13,2000,March,19,Spring,TUR,Turkey,,Fatih,41.00527,28.97696,Light,30.0,2 star lights rotate  around each other one remained constant other moved...
35620,1979-04-10 02:30:00,2003-07-16,1979,April,2,Spring,,,,,14.540111,-74.967637,Unknown,1200.0,underwater lights approached the ship from behind and hovered for around 20 minutes
35726,2009-04-10 11:00:00,2009-04-14,2009,April,11,Spring,MEX,Mexico,,Mexico City,19.432608,-99.133208,Sphere,20.0,the object was clearly flying over the pyramids in mexico city
35813,1996-04-11 20:00:00,1998-03-07,1996,April,20,Spring,,,,,-14.599413,-28.673147,Light,14400.0,during a flight from boston to amsterdam a strange point of light could be seen for almost the whole flight.
35896,2009-04-11 22:50:00,2009-04-14,2009,April,22,Spring,NOR,Norway,,Oslo,59.913869,10.752245,Other,1.0,constant object (moving parts v-formation. oslo)
35976,1945-04-01 10:00:00,2005-04-16,1945,April,10,Spring,,,,,-8.783195,-124.508523,Disk,86400.0,april 1945 i saw a disc over our ship all day as we neard okinawa.
35989,1966-04-01 22:00:00,2004-10-27,1966,April,22,Spring,VNM,Vietnam,,Da Nang,16.054407,108.202167,Disk,300.0,craft was seen at about 22:00 hours in the combat area none as i corps. this ia about 50 miles outside of da nang. the craft was hugh.
36313,2006-04-12 23:45:00,2006-12-07,2006,April,23,Spring,,United Kingdom,England,,50.783333,-0.466667,Light,120.0,erratic light seen over gatwick airport 4/12/2006
36906,1999-04-15 02:30:00,2000-04-15,1999,April,2,Spring,MEX,Mexico,,Mexico City,19.432608,-99.133208,Sphere,1260.0,i woke up with a sensation of dehydration and sweat and drank a glass of water feeling a need to open the windows curtain and i saw an
36923,2000-04-15 22:30:00,2012-09-24,2000,April,22,Spring,MYS,Malaysia,,Kuala Lumpur,3.139003,101.686855,Triangle,2700.0,at the time of my ufo siting i was on a business trip with two of my colleagues in malaysia. we were having dinner at one of the restau
36966,2004-04-15 16:00:00,2005-09-02,2004,April,16,Spring,CHN,China,Shanghai,Nanjingdonglu Subdistrict,31.230416,121.473701,Formation,300.0,but thats when it got very interesting. these smaller gray oval shaped objects were traveling at speeds and in a way that....
36985,2004-04-15 23:00:00,2006-02-14,2004,April,23,Spring,CUB,Cayman Islands,,Propose Queens Jubilee City Limit (Study Area),19.3,-81.383333,Triangle,90.0,it was 3 weeks after hurrican ivaniwas working for the owners of the westin hotelthe island was dark all power was of except for a fe
37462,2010-04-17 21:00:00,2011-12-12,2010,April,21,Spring,DEU,Germany,,Berlin,52.516667,13.4,Diamond,240.0,diamond shaped object
37772,2009-04-19 18:00:00,2009-05-12,2009,April,18,Spring,HRV,Croatia,,City of Zagreb,45.815011,15.981919,Cigar,2.0,white moving slowly gone behind the clouds.
37974,2008-04-20 19:36:00,2008-06-12,2008,April,19,Spring,,,,,-8.783195,-124.508523,Light,3.0,two glowing light balls moving opposite direction from plane.
38251,2014-04-21 21:45:00,2014-04-24,2014,April,21,Spring,TTO,Trinidad and Tobago,,Port of Spain,10.666667,-61.516667,Other,2400.0,trinidad:  saw a tiny light like a distant star moving very slowly.
38407,1992-04-22 02:00:00,2006-10-30,1992,April,2,Spring,AUS,Australia,,North Canberra,-35.27603,149.13435,Cone,120.0,cone shaped craft hovering in mid-air in canberra australia
38588,2014-04-22 21:35:00,2014-04-24,2014,April,21,Spring,HRV,Croatia,,City of Zagreb,45.815011,15.981919,Light,300.0,object appearing as a star was changing light intensity while moving in the night sky.
38640,2003-04-23 06:00:00,2003-04-27,2003,April,6,Spring,IND,India,,Chandigarh,30.733315,76.779418,Unknown,60.0,an unkown object with a long trail
38669,2007-04-23 05:00:00,2007-06-12,2007,April,5,Spring,,,,,35.746512,-39.462891,Sphere,30.0,2 passengers observe glowing red sphere during trans-atlantic flight
38751,2014-04-23 19:35:00,2014-04-24,2014,April,19,Spring,JPN,Japan,,Nikko,36.719903,139.698216,Triangle,300.0,huge silent slowly moving triangle craft in the sky over the mountains in nikko japan.
38952,1958-04-25 19:00:00,1999-04-02,1958,April,19,Spring,,,,,-14.599413,-28.673147,Unknown,60.0,an object that looked like a star until it moved.
38961,1987-04-25 14:30:00,2004-01-17,1987,April,14,Spring,PHL,Philippines,,Mansilingan,10.640739,122.968956,Light,120.0,daylight 'disc' ? over negros island philippines by amateur astronomer working on observatory dome
38974,1998-04-25 08:30:00,2001-08-05,1998,April,8,Spring,IND,India,,Chandigarh,30.733315,76.779418,Oval,45.0,oval shaped blinkin of lights
39544,2007-04-28 19:30:00,2007-06-12,2007,April,19,Spring,AUS,Australia,,,-25.274398,133.775136,Light,5.0,a blue sphere appeared for a few seconds then sped off at incredible speed
39914,2010-04-30 20:30:00,2010-06-03,2010,April,20,Spring,,,,,-8.783195,-124.508523,Oval,60.0,three objects in the sky in the pacific ocean off the coast of mexico or usa on a cruise ship.
40094,2014-04-03 06:00:00,2014-04-11,2014,April,6,Spring,BHS,The Bahamas,,Nassau,25.03428,-77.39628,Changing,900.0,at 6:00 am i was staing on the balcony on the cruz ship royal carribean exploerrer of the sea. i saw what i sing was ufo.
40271,2014-04-04 22:30:00,2014-04-04,2014,April,22,Spring,SVN,Slovenia,,Maribor,46.55465,15.645881,Light,60.0,((nuforc note:  april 4th 2014 sighting.  pd))  2 red lights seen above maribor one moving upward the other down in the city.
40509,2004-04-06 22:00:00,2004-04-09,2004,April,22,Spring,PHL,Philippines,,Mansilingan,10.640739,122.968956,Cone,10800.0,at exactly 10:00 p.m. me and some of my friends and neighbors have seen a coned shaped glowing object at the sky. as we looked through
40531,2007-04-06 22:00:00,2007-06-12,2007,April,22,Spring,FRA,Jersey,,Carrefour Selous,49.214439,-2.13125,Cigar,120.0,2 ufos seen at beach
40641,1999-04-07 20:00:00,1999-06-23,1999,April,20,Spring,,Netherlands,North Holland,,52.370216,4.895168,Unknown,900.0,i was drivin on the a2 when i saw in the sunset 5 objects haniging in the air. after a few minutes one disapeared with a light flash. t
40672,2004-04-07 23:00:00,2004-04-27,2004,April,23,Spring,PHL,Philippines,,Mansilingan,10.640739,122.968956,Circle,10.0,we saw a changing colors circular object here in bacolod city
40810,2002-04-08 02:35:00,2002-04-25,2002,April,2,Spring,AUS,Australia,,,-25.274398,133.775136,Flash,3.0,a brief field of white light travelling at a fast speed early in the morning.
40833,2004-04-08 18:50:00,2004-04-09,2004,April,18,Spring,MYS,Malaysia,,Kuala Lumpur,3.139003,101.686855,Disk,600.0,i saw it in bright daylight and i cant figure out what artificial aircraft is so ...........
40834,2004-04-08 19:00:00,2004-04-27,2004,April,19,Spring,MYS,Malaysia,,Kuala Lumpur,3.13192,101.684059,Disk,120.0,hbccufo canadian report:  a black object which was hovering close by.
41053,2009-04-09 02:18:00,2009-05-12,2009,April,2,Spring,PRT,Portugal,,Pilar da Bretanha,37.906332,-25.782666,Cylinder,60.0,a 15 year old sees a small hovering cylinder in the azores portugal.
41642,2001-05-01 14:00:00,2009-12-12,2001,May,14,Spring,PRT,Portugal,,Lajes do Pico,38.39682,-28.251659,Other,30.0,a strange spherical object with purple haze and trail/ tail was weaving in and out of the clouds and disappeared.
41915,2007-05-12 19:00:00,2007-06-12,2007,May,19,Spring,PHL,Philippines,,Balulang,8.454236,124.631898,Light,630.0,lights ove cagayan de oro philippines
41961,2012-05-12 17:00:00,2012-08-05,2012,May,17,Spring,JPN,Japan,,Shinjuku,35.689488,139.691706,Fireball,300.0,glowing orange fireball that traveled through the sky made a left turn and moved in a different direction.
42269,2012-05-14 20:16:00,2012-05-29,2012,May,20,Spring,,,,,34.553128,18.048011,Other,600.0,small white trail but nothing infront.
42291,1957-05-15 02:00:00,2004-06-18,1957,May,2,Spring,,,,,-14.599413,-28.673147,Unknown,30.0,while flying night navigational mission. we picked up a target on radar flying from east to west. navigator clocked target flying at 50
42317,1968-05-15 23:00:00,2009-03-19,1968,May,23,Spring,,,,,34.553128,18.048011,Fireball,600.0,may 1968 mediterrainian sea bright lights appeared over the sea performed a number of manuevers and then disappeared.
42322,1971-05-15 02:00:00,2003-03-04,1971,May,2,Spring,,Germany,Rhineland-Palatinate,,49.75,6.633333,Circle,15.0,a circular object noted in west germany in 1971 made 90 degree turns without changing speed.
42401,1994-05-15 13:00:00,1999-01-28,1994,May,13,Spring,,,,,-82.862752,-135.0,Fireball,2.0,green fireball streaking across the ski in a southwesterly direction
42415,1995-05-15 21:00:00,2004-01-22,1995,May,21,Spring,,,,,-33.137551,81.826172,Circle,120.0,at sea underwater sighting (indian ocean)  in 1995 i served my last year at sea. my last tour was on the usns kane a us navy research
42569,2005-05-15 19:55:00,2006-05-15,2005,May,19,Spring,PHL,Philippines,,Basak,10.294884,123.961941,Circle,1196.0,this happened last may 2005. every night i always watch the night sky to see the starpolaris. but as i was wathcing the star a craft
42608,2008-05-15 01:05:00,2008-06-12,2008,May,1,Spring,JPN,Japan,,Shinjuku,35.689488,139.691706,Egg,1200.0,planet-size sighting in tokyo japan
42657,2010-05-15 22:30:00,2010-06-03,2010,May,22,Spring,,United Kingdom,England,,50.783333,-0.466667,Fireball,60.0,looked like a plane but was lit up red and then it slowed down and stopped then changed direction but going much slower and then just d
42785,2010-05-16 19:55:00,2010-06-03,2010,May,19,Spring,JPN,Japan,,Meguro,35.641463,139.698171,Light,10.0,two very bright silent lights fly north to south over tokyo.
42964,1999-05-18 01:15:00,1999-06-23,1999,May,1,Spring,,,,,-14.599413,-28.673147,Light,30.0,sitting on the balcony of the rccl grandeur of the seas my girlfriend and i saw 'lights' flying in a triangle shaped formation.
43019,2005-05-18 23:00:00,2005-05-24,2005,May,23,Spring,CUB,Cayman Islands,,,19.32217,-81.240869,Circle,10.0,my wife and i were on a cruise in the carribean between cozamel mexico and the grand cayman islands. we had returned to our room on the
43157,2004-05-19 21:00:00,2004-06-04,2004,May,21,Spring,PRY,Paraguay,,Asuncion,-25.275014,-57.548353,Oval,60.0,craft over meixcan coast on caribbean side of country
43403,2006-05-20 13:30:00,2006-07-16,2006,May,13,Spring,ROU,Romania,,Bucharest,44.4325,26.103889,Flash,10.0,flash over bucharest mid day - very strange
43455,2011-05-20 18:00:00,2011-05-29,2011,May,18,Spring,CS-KM,Kosovo,,Ferizaj,42.372541,21.147384,Triangle,120.0,at ~1800 hlt at least 15 people spotted three triangular aircraft hovering.
43526,2001-05-21 20:00:00,2001-08-05,2001,May,20,Spring,MYS,Malaysia,,Kuala Lumpur,3.139003,101.686855,Sphere,7200.0,i was in a bedroom when my sister called me and ask me to watch out over a weird object in the sky . then i go to see it at my verandah
43530,2001-05-21 22:00:00,2001-08-05,2001,May,22,Spring,HUN,Hungary,,Budapest,47.497912,19.040235,Light,60.0,small star became very bright light. faded back to star and moved away.
43875,2009-05-22 21:10:00,2009-06-09,2009,May,21,Spring,GEO,Georgia,,Tbilisi,41.716667,44.783333,Fireball,15.0,an object  in a shape of a fire ball was visible for 15 seconds
44074,2013-05-23 23:00:00,2013-06-02,2013,May,23,Spring,IND,India,,Chandigarh,30.733315,76.779418,Light,18000.0,i have been looking at balls of light it sky above chandigarh a city in india where i  live. its been about a month now since the first
44099,2000-05-24 13:30:00,2000-12-02,2000,May,13,Spring,JPN,Japan,,Nagoya,35.181446,136.906398,Disk,10.0,on the 24/5/2000 i saw two 2ufos with a disk shapes the size of a normal jet engine.they came out of the beautiful blue sky zig zaggin
44119,2005-05-24 00:00:00,2005-05-28,2005,May,0,Spring,HRV,Croatia,,City of Zagreb,45.815011,15.981919,Light,300.0,there has been only wan light. it where very higt and too fast for a plane on that altitude. the object move littel right and then li
44275,2006-05-25 03:06:00,2006-07-16,2006,May,3,Spring,,,,,-14.599413,-28.673147,Rectangle,300.0,date of sighting: 03-25-2006 location of sighting: 705 miles of the coast of miami fla. and 600 miles from the bahamas&#8217; islands aboar
45083,2009-05-30 14:00:00,2010-07-28,2009,May,14,Spring,MYS,Malaysia,,Kuala Lumpur,3.139003,101.686855,Sphere,120.0,sighting of a gold chrome-like object in the skies of malaysia.  ((nuforc note:  we believe it is a surface feature.  pd))
45716,2006-05-05 22:30:00,2006-10-30,2006,May,22,Spring,AUS,Australia,,North Canberra,-35.27603,149.13435,Circle,900.0,my mum and i were driving home late on saturday night 5/08/06. i noticed something up in the sky - there were 4 amber coloured round sh
45906,2006-05-06 01:00:00,2006-05-15,2006,May,1,Spring,TUR,Turkey,,Çankaya,39.92077,32.85411,Circle,360.0,i have seen it with my sister it was very close to us it went through beh.#304;nd from one building to another so we hav
45941,2009-05-06 19:01:00,2009-05-12,2009,May,19,Spring,KOR,South Korea,,Jung-gu,37.566535,126.977969,Disk,5.0,small spinning disc-shaped object seen by military helicopter over seoul south korea
46042,2003-05-07 17:00:00,2003-05-09,2003,May,17,Spring,,,,,54.525961,15.255119,Unknown,5.0,radar warning
46063,2005-05-07 21:00:00,2011-05-12,2005,May,21,Spring,MEX,Mexico,,Mexico City,19.432608,-99.133208,Light,60.0,red lights in the sky.
46080,2007-05-07 00:10:00,2007-06-12,2007,May,0,Spring,,,,,-14.599413,-28.673147,Light,45.0,two orange lights seen over the atlantic ocean
46337,2003-05-09 17:00:00,2003-05-27,2003,May,17,Spring,,,,,-14.599413,-28.673147,Cylinder,1800.0,huge cylindrical object paced airliner for at least half an hour off the coast of portugal.
46569,2003-06-10 00:00:00,2005-10-20,2003,June,0,Summer,COL,Colombia,,Bogota,4.60284,-74.0806,Oval,1200.0,huge black oval shaped flying object  hollow in its center
46589,2006-06-10 06:00:00,2006-07-16,2006,June,6,Summer,AUS,Australia,,,-25.274398,133.775136,Disk,7200.0,green ufo throughout my sunrise photos
46655,2011-06-10 20:00:00,2011-06-20,2011,June,20,Summer,TUR,Turkey,,Fatih,41.00527,28.97696,Sphere,40.0,around 30 red sphere were moving from west to east.
46742,2003-06-11 13:40:00,2003-06-18,2003,June,13,Summer,AUS,Australia,,North Canberra,-35.27603,149.13435,Changing,60.0,a big triangle kept on changing colors and dissapering near my school it lasted at least 1 minute
46834,2012-06-11 21:29:00,2012-06-14,2012,June,21,Summer,ARM,Armenia,,Yerevan,40.183333,44.516667,,420.0,at least 2 objs possibly emitting in uv range by camera in night sky over yerevan.  ((nuforc note:  lens flares we believe.  pd))
47022,1968-06-01 00:00:00,2006-10-30,1968,June,0,Summer,VNM,Vietnam,,Da Nang,16.054407,108.202167,Circle,240.0,clear star lit sky.dont remember date but was not close to rain season. north east sky why on duty at airbase was watching red tracer
47042,1970-06-01 03:30:00,2002-12-23,1970,June,3,Summer,JPN,Japan,,Naha,26.212312,127.679157,Oval,120.0,just a grunt on guard duty (usmc)
47050,1970-06-01 18:00:00,2006-10-30,1970,June,18,Summer,HRV,Croatia,,City of Zagreb,45.815011,15.981919,Circle,300.0,3 object wants to bee seen
47108,1974-06-01 04:30:00,2002-09-19,1974,June,4,Summer,PHL,Philippines,,Capitol Site,10.315699,123.885437,Unknown,300.0,a  huge craft (observed during nightime) like one entire city in the sky or millions of jetplanes flying in formation (no sound)
47118,1974-06-01 21:00:00,2008-02-14,1974,June,21,Summer,JPN,Japan,,Naha,26.212401,127.680932,Unknown,8.0,fast flying 'arrowhead'
47268,1979-06-01 22:00:00,2003-05-27,1979,June,22,Summer,CS-KM,Kosovo,,North Mitrovica,42.891391,20.866,Sphere,120.0,a shining silver sphere appeared
47319,1982-06-01 01:00:00,2011-12-12,1982,June,1,Summer,,,,,-14.599413,-28.673147,Circle,300.0,(6) six glowing green circles/discs below surface of mid- atlantic observed by navy destroyer.
47373,1985-06-01 10:00:00,2007-11-28,1985,June,10,Summer,KOR,South Korea,,Jung-gu,37.566535,126.977969,Other,180.0,silver upside down t-shaped flying object hovering low slowly and quietly then flew away in about 3 minutes
47464,1989-06-01 23:00:00,2007-02-01,1989,June,23,Summer,HRV,Croatia,,City of Zagreb,45.815011,15.981919,Fireball,60.0,fireball on the night sky.
47579,1995-06-01 00:00:00,2005-12-16,1995,June,0,Summer,JPN,Japan,,Naha,26.212401,127.680932,Light,120.0,very bright beam of light
47713,1998-06-01 21:45:00,2003-03-21,1998,June,21,Summer,,,,,26.750534,51.683427,Light,30.0,light going back and forth and left to right very smoothly across the sky.
47739,1999-06-01 13:00:00,2003-05-02,1999,June,13,Summer,BHS,The Bahamas,,Nassau,25.03428,-77.39628,Cylinder,30.0,seen at bahamas at approx 1:00 pm. checked out of my hotel but my flight was scheduled to leave at 8:00 pm so i left most of my video t
47995,1950-06-12 10:30:00,2004-01-31,1950,June,10,Summer,HUN,Hungary,,Budapest,47.497912,19.040235,Circle,60.0,the object made an extremely high speed turn which would be impossible with our traditional thechnology even today.
48144,2011-06-12 21:00:00,2012-03-13,2011,June,21,Summer,QAT,Qatar,,Doha,25.286667,51.533333,Unknown,120.0,all three have the conical shape leaving a burning yellow trail...
48562,2013-06-14 23:01:00,2013-07-03,2013,June,23,Summer,DEU,Germany,,Berlin,52.516667,13.4,Light,30.0,germany; berlin 06/14/13 - 11:00 pm - light - north to south changes its way; moves high - looks like a satellite.
48596,1957-06-15 02:30:00,2002-03-19,1957,June,2,Summer,,,,,-14.599413,-28.673147,,120.0,
48641,1965-06-15 21:00:00,2005-09-02,1965,June,21,Summer,JPN,Japan,,Iwakuni,34.166562,132.218848,Light,300.0,bright light comes out of sky flys above water and streaks up into night sky until it disappears.
48643,1965-06-15 21:30:00,2007-10-08,1965,June,21,Summer,JPN,Japan,,Iwakuni,34.166562,132.218848,Light,300.0,marine sees ufo come down out of sky travel across bay and shoot up back into sky in ewakuni japan june 1965.
48707,1971-06-15 02:15:00,2003-05-27,1971,June,2,Summer,BHS,The Bahamas,,Savannah Sound,25.1,-76.133333,Disk,1800.0,if the loggs still exist then look in the navfac eleuthera base ones.  base shut down in 1979
48753,1975-06-15 02:00:00,2004-03-17,1975,June,2,Summer,,,,,14.540111,-74.967637,Unknown,1200.0,moving black mass at sea level in the caribbean.
48763,1975-06-15 19:30:00,2002-10-15,1975,June,19,Summer,JPN,Japan,,Naha,26.212401,127.680932,Disk,600.0,us air force remote controlled flying disk
48864,1980-06-15 00:00:00,2003-09-04,1980,June,0,Summer,,,,,14.540111,-74.967637,,1209600.0,u.s. navy destroyer escort dispatched to puerto rico to observe unknown underwater contact which remained undetermined.
48956,1989-06-15 21:00:00,2003-03-04,1989,June,21,Summer,UKR,Ukraine,,Kyiv,50.4501,30.5234,Fireball,2.0,fireball comming right to me
49116,1998-06-15 04:15:00,1998-11-21,1998,June,4,Summer,,Netherlands,Groningen,,53.219384,6.566502,Sphere,900.0,my sister was driving with four people to home(it was morning). than they saw that something was following them a whole time in the sky
49168,2000-06-15 14:00:00,2002-04-08,2000,June,14,Summer,MEX,Mexico,,Mexico City,19.432608,-99.133208,Sphere,600.0,static silver sphere
49269,2004-06-15 14:24:00,2005-04-16,2004,June,14,Summer,,,,,-8.783195,-124.508523,Oval,30.0,an oval shaped ship with a metallic color shot away from our plane with speed not seen before.
49304,2005-06-15 22:00:00,2005-09-02,2005,June,22,Summer,BHS,The Bahamas,,Nassau,25.03428,-77.39628,Oval,600.0,cruise ship witnesses
49932,2006-06-18 21:15:00,2006-12-07,2006,June,21,Summer,PRI,British Virgin Islands,,Road Town,18.420695,-64.639968,Diamond,900.0,golden diamoned shaped object followed car in british virgin islands
50371,2001-06-20 01:30:00,2001-08-05,2001,June,1,Summer,AUS,Australia,,North Canberra,-35.27603,149.13435,Teardrop,10800.0,8 tear drop shaped ships flew over bungendore at aproximatly 1:30am eastern stanerd time
50649,2005-06-21 19:30:00,2005-07-05,2005,June,19,Summer,TUR,Turkey,,Fatih,41.00527,28.97696,Other,20.0,i am a photographer when i ceiling of my apartment taking photographs of birds i saw that. i take this photo nikon d70 lens is 70-30
